;age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
32671;26;1;1;1;0;2;0;0;6;1;152;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
17476;51;9;1;2;1;2;0;0;3;1;114;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
29005;45;1;1;7;0;0;0;0;0;0;106;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
5864;55;4;1;6;0;2;2;1;6;1;411;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
14270;31;1;0;1;0;2;0;0;3;1;85;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
10376;35;0;1;5;0;0;0;1;4;1;62;1;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
25849;45;1;0;2;0;2;0;0;7;4;384;1;999;1;0;-0.1;93.2;-42.0;4.12;5195.8;0
27825;26;4;2;6;0;0;0;0;5;2;139;1;999;0;1;-1.8;92.843;-50.0;1.65;5099.1;1
12967;27;0;2;3;0;0;0;0;3;3;192;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
20300;30;9;2;3;1;0;0;0;1;1;339;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
35695;47;7;2;3;0;2;0;0;6;1;236;3;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
35370;27;1;2;2;0;0;0;0;6;0;641;6;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
39153;21;8;2;2;0;0;0;0;5;4;363;1;6;1;2;-1.8;93.369;-34.8;0.655;5008.7;1
13989;38;1;0;2;0;0;2;0;3;0;706;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
17138;34;9;1;6;0;2;0;0;3;0;133;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
6152;35;1;1;2;0;2;0;1;6;3;93;10;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
39465;50;9;2;6;0;2;0;1;0;0;634;1;999;0;1;-1.8;93.749;-34.6;0.644;5008.7;1
34951;56;7;1;3;1;2;0;0;6;0;169;1;999;1;0;-1.8;92.893;-46.2;1.25;5099.1;0
24646;55;9;2;5;0;2;0;0;7;1;286;2;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
27902;70;3;1;0;0;0;0;0;5;2;91;1;999;1;0;-1.8;92.843;-50.0;1.538;5099.1;0
23738;34;9;1;5;0;2;0;1;1;2;51;2;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
25154;32;7;1;5;0;2;2;0;7;3;265;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
21021;50;9;2;6;0;2;0;0;1;2;350;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
5160;38;2;0;6;1;2;0;1;6;0;275;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
23362;31;6;1;6;0;2;0;0;1;4;15;10;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
33621;33;1;1;0;0;0;2;0;6;4;496;2;999;1;0;-1.8;92.893;-46.2;1.281;5099.1;1
3655;42;1;1;1;1;0;0;1;6;0;108;2;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
28409;45;0;2;7;0;2;0;0;0;2;62;2;999;1;0;-1.8;93.075;-47.1;1.435;5099.1;0
14234;27;9;2;5;0;0;0;0;3;1;331;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
24918;52;9;1;3;0;2;0;0;7;3;385;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
12291;32;9;2;5;0;0;0;1;3;0;566;3;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
25697;38;1;1;5;0;2;2;0;7;4;87;2;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
5808;30;8;2;7;1;2;0;1;6;1;114;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
39564;28;9;2;6;0;2;0;0;0;0;148;1;999;0;1;-1.8;93.749;-34.6;0.663;5008.7;0
27896;33;0;1;6;0;2;0;0;5;4;278;8;999;0;1;-1.8;92.843;-50.0;1.548;5099.1;1
33905;31;0;1;3;0;2;0;0;6;4;14;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
8355;31;10;0;0;0;2;0;1;4;3;801;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;1
18143;25;7;2;2;0;2;0;0;3;4;535;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
5641;36;1;1;2;1;2;0;1;6;1;131;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
27671;37;0;1;7;0;0;0;0;7;0;34;2;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
18083;37;0;1;6;0;2;0;0;3;4;55;22;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
11308;38;0;1;6;0;0;0;1;4;2;202;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
34295;26;1;2;2;0;2;0;0;6;2;40;1;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
30903;29;0;2;6;0;2;0;0;6;3;90;1;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
39105;39;10;2;6;0;2;0;0;2;1;387;1;6;2;2;-3.0;92.713;-33.0;0.706;5023.5;1
28917;54;7;1;3;1;0;0;0;0;0;402;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
1689;26;0;1;3;0;2;2;1;6;0;2462;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
33742;27;0;2;3;0;2;0;0;6;4;296;1;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
14872;28;7;1;3;0;2;0;0;3;4;350;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
991;39;7;2;3;0;1;1;1;6;4;239;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
30999;39;0;2;5;0;2;0;0;6;3;209;5;999;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
15092;42;3;1;2;0;2;0;0;3;2;410;1;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
15539;38;7;1;3;0;0;0;0;3;0;905;3;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
15358;32;1;2;2;1;0;0;0;3;0;316;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
10381;37;0;1;3;0;2;0;1;4;1;599;3;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
35998;49;1;1;2;0;0;0;0;6;3;135;1;999;2;0;-1.8;92.893;-46.2;1.266;5099.1;0
9362;28;0;1;3;0;0;0;1;4;0;113;3;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
12480;36;1;1;1;1;0;0;0;3;1;179;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
16237;24;0;2;3;0;1;1;0;3;3;176;4;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
35844;39;9;2;6;0;2;0;0;6;0;150;1;999;0;1;-1.8;92.893;-46.2;1.259;5099.1;0
14900;24;9;2;5;0;0;0;0;3;4;98;2;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
21514;33;0;2;3;0;2;0;0;1;3;195;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
21701;52;10;1;0;0;0;0;0;1;3;121;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
35916;58;3;1;0;0;0;0;0;6;1;91;1;999;0;1;-1.8;92.893;-46.2;1.264;5099.1;0
8718;25;7;2;3;0;0;2;1;4;4;729;2;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
23691;33;0;2;6;0;0;0;0;1;2;402;1;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
37782;25;0;2;6;0;0;0;1;1;3;103;3;999;0;1;-2.9;92.201;-31.4;0.838;5076.2;0
36468;40;1;0;5;0;0;0;0;4;4;115;2;3;1;2;-2.9;92.963;-40.8;1.26;5076.2;1
20660;40;9;1;5;1;2;2;0;1;4;115;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
1988;44;1;1;2;1;2;0;1;6;1;33;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
13827;41;1;0;1;0;0;0;0;3;0;159;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
3714;52;4;1;6;0;2;0;1;6;0;412;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
19205;53;7;1;3;0;2;0;0;1;4;406;1;999;0;1;1.4;93.444;-36.1;4.967;5228.1;1
14301;31;0;2;2;0;2;0;0;3;1;392;4;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
35461;45;1;2;3;1;2;0;0;6;1;98;2;999;1;0;-1.8;92.893;-46.2;1.244;5099.1;0
39946;36;10;1;5;0;2;0;1;4;0;12;1;999;0;1;-1.7;94.055;-39.8;0.748;4991.6;0
11716;31;9;1;5;0;0;2;1;4;0;809;6;999;0;1;1.4;94.465;-41.8;4.959;5228.1;1
13720;26;6;2;5;0;2;0;0;3;2;71;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
19793;39;4;1;6;0;0;0;0;1;0;155;1;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
38062;40;10;1;5;0;2;0;0;9;0;155;3;999;0;1;-3.4;92.379;-29.8;0.773;5017.5;0
39529;27;0;2;6;0;2;0;0;0;3;605;1;999;0;1;-1.8;93.749;-34.6;0.646;5008.7;0
34670;27;0;2;6;0;2;0;0;6;2;1543;4;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;1
37887;53;0;1;6;1;2;0;0;9;3;81;5;999;0;1;-3.4;92.379;-29.8;0.819;5017.5;0
2309;45;7;1;3;0;0;0;1;6;3;229;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
17360;51;0;0;6;0;0;0;0;3;1;117;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
9061;45;7;0;7;0;0;0;1;4;2;474;2;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
17954;41;3;0;3;1;2;2;0;3;3;185;5;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
22949;43;9;1;5;1;2;0;0;1;1;648;7;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
17026;49;1;1;2;1;2;0;0;3;2;180;19;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
21713;41;9;2;5;1;0;2;0;1;3;102;3;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
19105;52;7;0;1;0;2;0;0;1;3;683;2;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
25566;36;0;0;3;0;2;0;0;7;4;862;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;1
13220;31;9;0;5;0;0;0;0;3;4;64;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
11549;37;1;1;0;1;0;0;1;4;0;1663;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;1
22046;31;10;1;6;0;0;0;0;1;4;147;3;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
14104;30;0;2;6;1;2;0;1;3;1;256;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
1680;35;11;2;0;1;0;0;1;6;0;121;4;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
13978;38;1;0;2;0;1;1;0;3;0;1120;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;1
35815;26;2;2;3;0;2;0;0;6;1;226;2;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
35490;32;1;1;5;0;2;0;0;6;1;333;1;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
6961;38;0;1;6;0;2;0;1;6;2;744;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
37987;45;0;1;6;0;0;0;0;9;1;351;1;3;2;2;-3.4;92.379;-29.8;0.797;5017.5;1
30313;48;10;2;2;0;2;0;0;0;2;228;1;999;1;0;-1.8;93.075;-47.1;1.365;5099.1;0
36483;28;0;2;3;0;0;0;0;4;4;198;1;999;0;1;-2.9;92.963;-40.8;1.26;5076.2;1
9660;34;0;2;3;0;2;2;1;4;1;123;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
6565;34;0;2;3;0;2;0;1;6;4;78;4;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
864;35;1;1;7;0;2;2;1;6;4;52;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
7151;51;4;1;6;0;2;0;1;6;2;410;3;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
23669;39;9;1;6;1;0;0;0;1;2;64;2;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
29936;36;1;1;2;0;2;0;0;0;1;57;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
38373;20;8;2;3;0;0;2;0;8;1;169;1;999;0;1;-3.4;92.431;-26.9;0.739;5017.5;0
23108;33;4;1;6;0;0;0;0;1;3;85;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
24092;27;8;2;6;0;2;0;1;7;1;125;1;999;0;1;-0.1;93.2;-42.0;4.406;5195.8;0
11915;33;1;1;2;0;0;0;1;4;0;8;13;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
7849;40;1;2;2;0;2;0;1;4;1;128;3;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
33363;35;1;1;2;1;0;0;0;6;3;136;1;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
29674;48;7;0;3;0;0;0;0;0;1;715;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
30183;40;9;0;6;0;2;0;0;0;2;335;1;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;1
27341;35;4;1;6;0;2;0;0;7;0;152;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
3742;36;1;1;2;0;0;0;1;6;0;123;3;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
32430;48;0;1;2;0;0;0;0;6;0;311;2;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
18628;34;7;1;3;0;2;0;1;3;2;345;1;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
27758;38;9;1;5;0;0;2;0;5;0;195;1;999;0;1;-1.8;92.843;-50.0;1.726;5099.1;1
40747;36;10;2;3;0;2;0;0;9;2;225;1;3;1;2;-1.1;94.199;-37.5;0.879;4963.6;1
1273;57;5;1;3;1;2;0;1;6;2;278;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
22483;37;0;1;6;0;0;0;0;1;0;82;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
39560;20;8;2;7;0;0;0;0;0;0;342;2;999;0;1;-1.8;93.749;-34.6;0.663;5008.7;0
28490;28;1;2;6;0;2;0;0;0;3;49;1;999;0;1;-1.8;93.075;-47.1;1.423;5099.1;0
27924;28;0;2;3;0;2;0;0;5;0;102;1;999;0;1;-1.8;92.843;-50.0;1.531;5099.1;0
17688;53;9;1;5;0;0;2;0;3;3;178;11;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
13739;49;3;1;5;0;2;0;0;3;2;351;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
22986;53;0;1;6;1;2;0;0;1;1;358;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
35724;26;8;2;3;0;2;0;0;6;1;113;2;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
10229;38;0;1;6;0;0;0;1;4;1;757;2;999;0;1;1.4;94.465;-41.8;4.96;5228.1;0
18932;29;9;2;5;0;0;0;0;1;1;165;2;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
27107;43;4;2;3;0;0;0;0;7;0;40;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
39054;68;4;1;2;0;2;0;0;2;2;97;1;999;2;0;-3.0;92.713;-33.0;0.712;5023.5;0
636;36;0;1;6;0;2;2;1;6;3;132;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
25946;43;9;0;6;0;2;0;0;7;4;342;2;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
5057;38;1;1;1;0;2;0;1;6;0;110;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
32077;31;0;2;6;1;2;2;0;6;0;440;1;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
34203;36;7;0;3;0;0;2;1;6;4;992;5;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
15342;28;9;1;2;0;2;0;0;3;0;83;2;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
21878;50;1;1;2;0;0;0;0;1;4;93;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
39829;34;0;1;6;0;0;0;0;4;4;150;1;3;2;2;-1.7;94.055;-39.8;0.715;4991.6;1
33543;45;0;1;6;0;0;0;0;6;3;198;2;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
15979;48;1;1;2;0;0;0;0;3;1;54;3;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
37610;25;0;2;6;0;2;0;0;1;1;163;1;6;1;2;-2.9;92.201;-31.4;0.861;5076.2;1
8530;36;2;1;1;1;0;0;1;4;4;125;5;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
27439;46;4;1;3;0;0;0;0;7;0;79;3;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
1164;33;0;2;6;0;0;0;1;6;2;342;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
39279;30;6;1;6;0;2;0;1;5;1;577;7;999;0;1;-1.8;93.369;-34.8;0.646;5008.7;1
20790;45;0;2;6;0;2;0;0;1;4;99;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
18907;47;9;1;5;0;2;0;0;1;1;506;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
21366;33;9;2;5;0;0;2;0;1;1;285;5;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
27477;53;9;1;5;0;2;0;0;7;0;11;7;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
215;39;3;1;0;1;2;0;1;6;1;381;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
36773;25;6;2;6;0;2;0;0;4;0;382;5;999;0;1;-2.9;92.963;-40.8;1.268;5076.2;0
23921;33;9;1;5;0;2;0;0;1;0;56;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
12991;41;7;0;3;1;2;0;0;3;3;55;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
8816;57;5;2;5;0;0;0;1;4;2;647;1;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
13527;36;1;1;2;1;2;0;0;3;2;387;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
25453;34;0;2;3;0;0;0;0;7;4;740;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
17094;28;1;2;2;0;0;0;0;3;0;75;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
24487;36;10;0;3;0;0;0;0;7;1;166;2;999;1;0;-0.1;93.2;-42.0;4.191;5195.8;0
3929;28;9;0;5;0;0;0;1;6;1;71;1;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
718;46;7;1;1;0;0;0;1;6;3;32;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
40102;28;8;2;3;0;2;2;0;3;1;154;1;999;2;0;-1.7;94.215;-40.3;0.827;4991.6;0
32395;47;1;1;2;0;2;0;0;6;0;146;2;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
10599;49;1;1;2;0;2;0;1;4;3;79;31;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
6380;39;0;1;6;0;0;0;1;6;3;160;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
31563;54;1;1;2;1;0;0;0;6;2;98;1;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
24562;53;9;1;6;0;2;0;0;7;1;158;2;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
32104;30;9;2;5;0;2;0;0;6;0;68;1;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
18452;32;0;1;6;0;2;0;0;3;2;129;1;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
34675;40;0;0;2;0;2;0;0;6;2;688;2;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;1
30008;27;7;2;3;0;2;0;0;0;3;204;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;1
25495;48;0;2;6;0;2;0;0;7;4;210;2;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
27728;24;7;2;7;0;0;0;0;5;3;103;1;999;0;1;-1.8;92.843;-50.0;1.799;5099.1;0
7470;47;1;1;1;1;2;0;1;6;0;604;2;999;0;1;1.1;93.994;-36.4;4.864;5191.0;1
40025;55;0;1;6;0;2;0;0;3;0;687;1;999;2;0;-1.7;94.215;-40.3;0.79;4991.6;1
24737;55;0;1;5;1;2;2;1;7;3;514;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;1
2753;33;7;2;1;1;2;0;1;6;4;230;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
22164;37;9;2;5;0;2;0;0;1;2;115;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
18561;36;2;1;6;1;2;0;0;3;2;55;7;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
19290;53;9;1;3;0;2;0;0;1;4;169;1;999;0;1;1.4;93.444;-36.1;4.967;5228.1;0
22572;48;0;1;6;0;2;0;0;1;0;651;9;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
13177;34;9;1;5;0;2;0;0;3;4;99;5;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
16611;57;9;1;0;1;0;0;0;3;4;158;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
40774;31;7;2;3;0;2;0;0;9;0;336;2;6;1;2;-1.1;94.199;-37.5;0.879;4963.6;1
5648;24;7;1;5;0;2;0;1;6;1;153;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
9636;34;0;1;3;0;2;0;1;4;1;491;6;999;0;1;1.4;94.465;-41.8;4.961;5228.1;1
35933;46;0;2;6;0;0;0;0;6;1;269;1;999;1;0;-1.8;92.893;-46.2;1.264;5099.1;1
14249;34;1;1;1;1;2;0;0;3;1;616;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
25182;30;9;2;5;0;2;2;0;7;3;69;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
37726;28;9;2;5;0;2;0;0;1;2;63;2;3;1;2;-2.9;92.201;-31.4;0.851;5076.2;1
1866;54;4;1;0;1;0;0;1;6;0;345;9;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
14659;43;1;1;1;0;0;2;0;3;3;197;2;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
31468;28;0;2;6;0;2;0;0;6;4;69;2;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
12295;37;0;2;6;0;0;0;1;3;0;43;11;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
32029;42;0;1;3;0;1;1;0;6;2;878;3;999;1;0;-1.8;92.893;-46.2;1.327;5099.1;1
5281;41;9;1;5;0;0;0;1;6;0;216;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
9834;42;4;1;6;0;0;0;1;4;4;197;3;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
25770;29;7;1;3;0;0;0;0;7;4;133;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
4876;33;9;2;6;0;0;0;1;6;4;127;1;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
26566;58;0;1;6;0;2;0;0;7;2;554;2;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
7853;58;10;1;2;0;0;0;1;4;1;266;2;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
25985;50;9;1;6;0;2;0;0;7;4;236;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
36457;25;1;2;5;0;2;0;0;4;3;179;2;3;1;2;-2.9;92.963;-40.8;1.262;5076.2;1
798;33;1;1;2;0;1;1;1;6;4;97;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
6693;55;5;0;5;0;0;2;1;6;4;217;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
15537;41;6;1;2;1;0;0;0;3;0;788;6;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
18902;49;1;1;0;1;2;0;0;1;1;315;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
8616;26;8;2;3;0;0;0;1;4;4;219;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
27201;52;5;1;6;0;0;0;0;7;0;51;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
17284;59;5;1;3;0;2;0;0;3;0;1448;17;999;0;1;1.4;93.918;-42.7;4.962;5228.1;1
5036;50;1;1;0;0;0;0;1;6;4;304;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
19837;45;0;1;3;1;2;2;0;1;0;111;1;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
2433;50;7;1;7;1;0;0;1;6;3;521;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
21646;29;4;2;6;0;2;0;0;1;3;139;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
23950;33;10;2;6;0;2;0;1;1;0;145;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
36945;61;0;1;6;0;2;2;1;3;4;261;4;999;0;1;-2.9;92.469;-33.6;1.085;5076.2;1
23016;54;1;1;2;0;2;0;0;1;3;110;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
31668;57;5;1;1;0;0;2;0;6;2;93;1;999;1;0;-1.8;92.893;-46.2;1.327;5099.1;0
28250;33;1;2;5;0;0;0;0;0;3;221;2;999;0;1;-1.8;93.075;-47.1;1.453;5099.1;0
21274;54;1;1;2;0;2;0;0;1;1;956;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;1
27904;20;8;2;2;0;2;0;0;5;2;325;1;999;0;1;-1.8;92.843;-50.0;1.538;5099.1;1
39917;37;0;1;3;0;0;0;0;4;4;671;3;999;0;1;-1.7;94.055;-39.8;0.739;4991.6;1
9741;32;7;1;3;1;0;0;1;4;1;1137;3;999;0;1;1.4;94.465;-41.8;4.961;5228.1;1
32323;32;1;1;2;0;0;0;0;6;0;18;1;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
33225;26;1;1;2;0;2;0;0;6;3;256;1;999;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
32776;30;0;2;3;0;0;0;0;6;1;133;1;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
11296;52;9;1;7;1;0;0;1;4;2;208;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
21568;58;5;1;6;1;0;0;0;1;3;587;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
9168;41;1;1;3;1;0;2;1;4;0;320;1;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
31883;34;1;1;0;1;0;2;0;6;2;262;1;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
1456;34;1;1;1;1;0;2;1;6;2;159;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
13665;33;6;1;2;1;0;0;0;3;2;356;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
19175;52;9;1;5;1;0;0;0;1;3;131;2;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
38417;36;0;1;6;0;0;0;0;8;4;135;1;999;0;1;-3.4;92.431;-26.9;0.735;5017.5;1
38050;36;0;1;6;0;2;0;0;9;0;355;1;999;0;1;-3.4;92.379;-29.8;0.773;5017.5;0
34875;40;0;0;3;0;2;0;0;6;0;164;1;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
